time (seconds),"0: ""latitude (degrees)""","1: ""longitude (degrees)""","2: ""gps.speed (kts)""","3: ""gps.course (degrees)""","4: ""gps.numSats ()""","5: ""gps.hdop (m)""","6: ""gps.heading (faked) (degrees)""","7: ""bms.ssr.state ()""","8: ""bms.soc (%)""","9: ""bms.battery.voltage (V)""","10: ""bms.load.voltage (V)""","11: ""bms.current (A)""","12: ""battery.temp.avg (C)""","13: ""battery.temp.high (C)""","14: ""bms.temp.avg (C)""","15: ""bms.temp.high (C)""","16: ""bms.humidity (%)""","17: ""bms.watchdog (s)""","18: ""bms.derate (%)""","19: ""tx.batt.v (V)""","20: ""rx.map.in (pct)""","21: ""rx.command_duty ()""","22: ""rx.status ()""","23: ""rx.msg_num ()""","24: ""rx.delay (ms)""","25: ""rx.rssi ()""","26: ""esc.battery.voltage (Volts)""","27: ""esc.battery.current (Amps)""","28: ""esc.power (Watt)""","29: ""esc.fet.temp (C)""","30: ""esc.erpm (erpm)""","31: ""esc.rpm (rpm)""","32: ""esc.fault ()""","33: ""esc.motor.current (A)""","34: ""esc.motor.temp (C)""","35: ""mech.torque (Nm)""","36: ""mech.power (W)""","37: ""efficiency (%)""","38: ""esc.motor.serial ()""","39: ""esc.motor.serial ()""","40: ""can.errors ()""","41: ""board.water ()""","42: ""pod.depth ()""","43: ""imu.accel.x (g)""","44: ""imu.accel.y (g)""","45: ""imu.accel.z (g)""","46: ""imu.gyro.x (deg/s)""","47: ""imu.gyro.y (deg/s)""","48: ""imu.gyro.z (deg/s)""","49: ""twd (deg)"""
0,59.2045135,18.1777458,0.1,270,9,-1,270,39,0.83,48.368,0,-0.108,23.54000092,23.54000092,21.78000069,24.40999985,33.47000122,-1,100,3.95,0,0,260,68,-1,-1,5.48,14.1,5.204396972,10,0,0,-32765,0.8,13,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,48.368,49.46,-0.108,23.54000092,23.54000092,21.78000069,24.40999985,33.47000122,-1,100,3.95,42,0.098846,3,-37,6,-1,49.31,14,5.204396972,10,0,451,-32765,-0.1,13,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.32999992,21.32999992,19.79999924,21.5,39.65999985,-1,100,3.95,42,0.098846,3,-32,7,-1,49.32,14.1,18.6100656,10,0,438,-32765,0.2,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.32999992,21.32999992,19.79999924,21.5,39.65999985,-1,100,3.95,42,0.098846,3,-28,12,-1,49.31,14.4,18.6100656,10,0,447,-32765,2.9,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.32999992,21.32999992,19.79999924,21.5,39.65999985,-1,100,4.01,41,0.096497,3,-23,11,-1,49.31,14.4,18.6100656,10,0,450,-32765,3.2,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.45,0.377,21.32999992,21.32999992,19.79999924,21.5,39.65999985,-1,100,4.01,41,0.096497,3,-19,0,-1,49.31,13.7,18.6100656,10,0,443,-32765,-3.2,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.45,0.377,21.32999992,21.32999992,19.79999924,21.5,39.65999985,-1,100,4.01,42,0.098846,3,-15,22,-1,49.32,13.8,18.6100656,10,0,441,-32765,-2.8,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.43,21.32999992,21.32999992,19.79000092,21.47999954,39.65999985,-1,100,4.01,42,0.098846,3,-11,7,-1,49.31,13.7,21.26864725,10,0,462,-32765,-3.9,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.43,21.32999992,21.32999992,19.79000092,21.47999954,39.65999985,-1,100,4.01,42,0.098846,3,-6,7,-1,49.32,13.9,21.26864725,10,0,459,-32765,-1.9,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
0.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.43,21.32999992,21.32999992,19.79000092,21.47999954,39.65999985,-1,100,4.01,41,0.096497,3,-3,15,-1,49.31,14,21.26864725,10,0,456,-32765,-0.6,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.43,21.32999992,21.32999992,19.79000092,21.47999954,39.65999985,-1,100,4.01,42,0.098846,3,2,12,-1,49.31,14,21.26864725,10,0,446,-32765,-0.1,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.43,21.32999992,21.32999992,19.79000092,21.47999954,39.65999985,-1,100,4.01,0,0,3,6,2,-1,49.32,13.7,21.26864725,10,0,452,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.34000015,21.34000015,19.79000092,21.52000046,39.65999985,-1,100,4.01,0,0,3,11,2,-1,49.32,13.4,18.6100656,10,0,269,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.34000015,21.34000015,19.79000092,21.52000046,39.65999985,-1,100,4.01,0,0,3,14,7,-1,49.32,13.7,18.6100656,10,0,3,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.34000015,21.34000015,19.79000092,21.52000046,39.65999985,-1,100,4.01,0,0,3,19,7,-1,49.32,13.7,18.6100656,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.34000015,21.34000015,19.79000092,21.52000046,39.65999985,-1,100,4.01,0,0,3,22,14,-1,49.32,13.3,18.6100656,10,0,2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.416,49.46,0.377,21.34000015,21.34000015,19.79000092,21.52000046,39.65999985,-1,100,4.01,0,0,3,27,13,-1,49.32,13.5,18.6100656,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.79999924,21.5,39.65999985,-1,100,4.01,0,0,3,30,20,-1,49.32,13.4,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.79999924,21.5,39.65999985,-1,100,4.01,0,0,3,35,19,-1,49.32,13.3,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
1.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.79999924,21.5,39.65999985,-1,100,4.01,0,0,3,39,7,-1,49.32,13.7,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.79999924,21.5,39.65999985,-1,100,4.01,0,0,3,44,4,-1,49.32,13.3,5.318022549,10,0,-2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.79999924,21.5,39.65999985,-1,100,4.01,0,0,3,47,42,-1,49.33,13.9,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.80999947,21.52000046,39.63000107,-1,100,4.01,0,0,3,52,12,-1,49.32,13.4,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.80999947,21.52000046,39.63000107,-1,100,4.01,0,0,3,56,2,-1,49.31,13.4,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.80999947,21.52000046,39.63000107,-1,100,4.01,0,0,3,60,18,-1,49.32,13.4,5.318022549,10,0,2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.80999947,21.52000046,39.63000107,-1,100,4.01,0,0,3,64,37,-1,49.32,13.1,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.35000038,21.35000038,19.80999947,21.52000046,39.63000107,-1,100,4.01,0,0,3,69,4,-1,49.32,13.1,5.318022549,10,0,2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.36000061,21.36000061,19.80999947,21.47999954,39.63000107,-1,100,4.01,0,0,3,73,24,-1,49.32,13.4,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.36000061,21.36000061,19.80999947,21.47999954,39.63000107,-1,100,4.01,0,0,3,77,13,-1,49.33,13.9,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
2.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.36000061,21.36000061,19.80999947,21.47999954,39.63000107,-1,100,4.01,0,0,3,81,30,-1,49.32,13.9,5.318022549,10,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.36000061,21.36000061,19.80999947,21.47999954,39.63000107,-1,100,4.01,0,0,3,85,19,-1,49.32,13.7,5.318022549,10,0,3,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.36000061,21.36000061,19.80999947,21.47999954,39.63000107,-1,100,4.01,0,0,3,90,17,-1,49.32,13.6,5.318022549,10,0,-2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.79999924,21.5,39.63000107,-1,100,4.01,0,0,3,94,6,-1,49.32,13.6,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.37000084,21.37000084,19.79999924,21.5,39.63000107,-1,100,4.01,0,0,3,98,5,-1,49.32,13.4,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.37000084,21.37000084,19.79999924,21.5,39.63000107,-1,100,4,0,0,3,102,12,-1,49.32,13.9,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.79999924,21.5,39.63000107,-1,100,4,0,0,3,107,11,-1,49.32,13.6,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.79999924,21.5,39.63000107,-1,100,4,0,0,3,111,0,-1,49.32,13.5,5.318022549,10,0,-2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.80999947,21.54000092,39.63000107,-1,100,4,0,0,3,115,19,-1,49.33,14.1,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.80999947,21.54000092,39.63000107,-1,100,4,0,0,3,119,5,-1,49.33,13.5,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
3.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.80999947,21.54000092,39.63000107,-1,100,4,0,0,3,124,4,-1,49.33,13.8,5.318022549,10,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.80999947,21.54000092,39.63000107,-1,100,4,0,0,3,127,14,-1,49.33,13.1,5.318022549,10,0,-2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37000084,21.37000084,19.80999947,21.54000092,39.63000107,-1,100,4,0,0,3,-124,12,-1,49.32,13.4,5.318022549,10,0,5,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37999916,21.37999916,19.78000069,21.44000053,39.59999847,-1,100,4,0,0,3,-121,19,-1,49.33,13.6,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37999916,21.37999916,19.78000069,21.44000053,39.59999847,-1,100,4,0,0,3,-116,18,-1,49.33,14,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37999916,21.37999916,19.78000069,21.44000053,39.59999847,-1,100,4,0,0,3,-112,5,-1,49.33,13.2,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37999916,21.37999916,19.78000069,21.44000053,39.59999847,-1,100,4,0,0,3,-107,4,-1,49.32,13.6,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.37999916,21.37999916,19.78000069,21.44000053,39.59999847,-1,100,4,0,0,3,-104,15,-1,49.32,14.2,5.318022549,9,0,-3,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.80999947,21.54000092,39.59999847,-1,100,4,0,0,3,-99,14,-1,49.32,13.8,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.80999947,21.54000092,39.59999847,-1,100,4,0,0,3,-95,3,-1,49.33,13.4,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
4.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.80999947,21.54000092,39.59999847,-1,100,4,0,0,3,-90,2,-1,49.32,12.9,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.80999947,21.54000092,39.59999847,-1,100,4,0,0,3,-87,9,-1,49.32,13.4,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.80999947,21.54000092,39.59999847,-1,100,4,0,0,3,-82,8,-1,49.33,13.8,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.79999924,21.42000008,39.59999847,-1,100,4,0,0,3,-79,16,-1,49.33,13.7,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,1,0,0,0,0,0,0,0,0,0
5.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.79999924,21.42000008,39.59999847,-1,100,4,0,0,3,-74,15,-1,49.32,13.4,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.79999924,21.42000008,39.59999847,-1,100,4.01,0,0,3,-70,6,-1,49.32,13.5,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.79999924,21.42000008,39.59999847,-1,100,4.01,0,0,3,-65,4,-1,49.32,13.5,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.38999939,21.38999939,19.79999924,21.42000008,39.59999847,-1,100,4.01,0,0,3,-62,43,-1,49.33,13.9,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.39999962,21.39999962,19.80999947,21.47999954,39.59999847,-1,100,4.01,0,0,3,-57,11,-1,49.32,13.8,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.39999962,21.39999962,19.80999947,21.47999954,39.59999847,-1,100,4.01,0,0,3,-53,32,-1,49.32,13.4,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
5.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.39999962,21.39999962,19.80999947,21.47999954,39.59999847,-1,100,4.01,0,0,3,-48,0,-1,49.32,14,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.39999962,21.39999962,19.80999947,21.47999954,39.59999847,-1,100,4.01,0,0,3,-44,20,-1,49.32,13.3,5.318022549,9,0,2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.39999962,21.39999962,19.80999947,21.47999954,39.59999847,-1,100,4.01,0,0,3,-40,6,-1,49.33,13.4,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.054,21.40999985,21.40999985,19.80999947,21.47999954,39.56999969,-1,100,4.01,0,0,3,-37,5,-1,49.32,13.6,2.659011275,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.054,21.40999985,21.40999985,19.80999947,21.47999954,39.56999969,-1,100,4.01,0,0,3,-32,16,-1,49.33,13.5,2.659011275,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.054,21.40999985,21.40999985,19.80999947,21.47999954,39.56999969,-1,100,4,0,0,3,-27,16,-1,49.32,13.3,2.659011275,9,0,-3,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.054,21.40999985,21.40999985,19.80999947,21.47999954,39.56999969,-1,100,4,0,0,3,-23,2,-1,49.33,13.1,2.659011275,9,0,2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.054,21.40999985,21.40999985,19.80999947,21.47999954,39.56999969,-1,100,4,0,0,3,-18,2,-1,49.32,13.7,2.659011275,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.428,49.47,-0.108,21.40999985,21.40999985,19.82999992,21.54000092,39.56999969,-1,100,4,0,0,3,-15,10,-1,49.33,13.4,5.318453123,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.428,49.47,-0.108,21.40999985,21.40999985,19.82999992,21.54000092,39.56999969,-1,100,4,0,0,3,-10,10,-1,49.32,13.5,5.318453123,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
6.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.428,49.46,-0.108,21.40999985,21.40999985,19.82999992,21.54000092,39.56999969,-1,100,4,0,0,3,-7,16,-1,49.32,13.8,5.318453123,9,0,0,-32765,0,11,0,0,0,2359337,1048615,3,0,0,0,0,0,0,0,0,0
7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.428,49.46,-0.108,21.40999985,21.40999985,19.82999992,21.54000092,39.56999969,-1,100,4,0,0,3,-2,14,-1,49.32,13.8,5.318453123,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.1,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.428,49.46,-0.108,21.40999985,21.40999985,19.82999992,21.54000092,39.56999969,-1,100,4,0,0,3,2,3,-1,49.32,13.2,5.318453123,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.2,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.46,-0.108,21.42000008,21.42000008,19.79999924,21.47999954,39.56999969,-1,100,4,0,0,3,7,2,-1,49.32,14,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.3,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.42000008,21.42000008,19.79999924,21.47999954,39.56999969,-1,100,4,0,0,3,10,10,-1,49.33,13.5,5.318022549,9,0,1,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.4,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.42000008,21.42000008,19.79999924,21.47999954,39.56999969,-1,100,4.01,0,0,3,15,9,-1,49.33,13.9,5.318022549,9,0,-4,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.5,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.42000008,21.42000008,19.79999924,21.47999954,39.56999969,-1,100,4.01,0,0,3,18,17,-1,49.33,13.4,5.318022549,9,0,-4,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.6,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.42000008,21.42000008,19.79999924,21.47999954,39.56999969,-1,100,4.01,0,0,3,23,15,-1,49.32,13.3,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.7,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.43000031,21.43000031,19.81999969,21.52000046,39.56999969,-1,100,4.01,0,0,3,27,2,-1,49.32,13.8,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.8,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.43000031,21.43000031,19.81999969,21.52000046,39.56999969,-1,100,4.01,0,0,3,32,2,-1,49.32,13.4,5.318022549,9,0,-2,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
7.9,59.2044411,18.1780396,0,105.59,7,-1,105.6,63,0.99,49.424,49.47,-0.108,21.43000031,21.43000031,19.81999969,21.52000046,39.56999969,-1,100,4.01,0,0,3,35,12,-1,49.33,13.7,5.318022549,9,0,0,-32765,0,11,0,0,0,2359337,1048615,0,0,0,0,0,0,0,0,0,0
